#"Step","Potential Energy (kJ/mole)","Temperature (K)"
47068,0.0,339.662427131
47069,0.0,310.075841986
47070,0.0,296.164976318
47071,0.0,293.742742657
47072,0.0,332.825774017
47073,0.0,295.271511092
47074,0.0,282.860782438
47075,0.0,276.223628217
47076,0.0,267.349589971
47077,0.0,267.708751939
47078,0.0,297.51971286
47079,0.0,268.955271752
47080,0.0,292.223732619
47081,0.0,297.705440549
47082,0.0,311.911058733
47083,0.0,317.767524417
47084,0.0,314.689331687
47085,0.0,335.364258121
47086,0.0,387.591769612
47087,0.0,369.82906183
47088,0.0,403.625655027
47089,0.0,402.45963006
47090,0.0,405.657928385
47091,0.0,387.724273
47092,0.0,410.484799992
47093,0.0,429.556360722
47094,0.0,436.379019457
47095,0.0,400.57578212
47096,0.0,393.984673958
47097,0.0,390.52701939
47098,0.0,404.922507665
47099,0.0,447.220094075
47100,0.0,436.174145282
47101,0.0,444.76415962
47102,0.0,472.352958173
47103,0.0,449.797137647
47104,0.0,456.152074332
47105,0.0,439.90168237
47106,0.0,456.491844213
47107,0.0,441.604315585
47108,0.0,457.874144313
47109,0.0,450.087263267
47110,0.0,466.387936911
47111,0.0,476.151926698
47112,0.0,542.592620739
47113,0.0,548.637562269
47114,0.0,583.759542999
47115,0.0,631.546871223
47116,0.0,621.532299742
47117,0.0,599.716824945
47118,0.0,610.950648664
47119,0.0,585.913793411
47120,0.0,557.436067519
47121,0.0,555.774170565
47122,0.0,526.412566471
47123,0.0,493.786163131
47124,0.0,461.351808654
47125,0.0,447.255286161
47126,0.0,441.45884249
47127,0.0,453.651940172
47128,0.0,477.014711668
47129,0.0,444.977925585
47130,0.0,440.431836755
47131,0.0,458.258418312
47132,0.0,502.501336413
47133,0.0,442.025256045
47134,0.0,455.424995374
47135,0.0,491.01416079
47136,0.0,466.497372509
47137,0.0,468.107691825
47138,0.0,453.411885556
47139,0.0,457.998858631
47140,0.0,407.404110673
47141,0.0,429.711760666
47142,0.0,444.147544041
47143,0.0,442.22027401
47144,0.0,388.199951896
47145,0.0,377.954615234
47146,0.0,378.972392151
47147,0.0,370.78218348
47148,0.0,335.660296727
47149,0.0,336.307814497
47150,0.0,345.93239246
47151,0.0,333.597833586
47152,0.0,335.597662269
47153,0.0,337.912965844
47154,0.0,331.206445344
47155,0.0,338.416375609
47156,0.0,312.621513151
47157,0.0,336.107735748
47158,0.0,335.200284313
47159,0.0,337.980486664
47160,0.0,350.726602207
47161,0.0,342.189690578
47162,0.0,350.829476866
47163,0.0,359.891983064
47164,0.0,347.744127488
47165,0.0,356.836603532
47166,0.0,362.665226271
47167,0.0,385.480170996
47168,0.0,410.628008969
47169,0.0,427.476643471
47170,0.0,433.526877398
47171,0.0,481.733360377
47172,0.0,488.445462659
47173,0.0,470.365836817
47174,0.0,492.328254043
47175,0.0,504.748791384
47176,0.0,473.475286144
47177,0.0,461.424803814
47178,0.0,419.258065704
47179,0.0,399.372655334
47180,0.0,395.581295867
47181,0.0,388.803352042
47182,0.0,359.257611426
47183,0.0,396.500701235
47184,0.0,384.835750957
47185,0.0,370.000925318
47186,0.0,392.078438211
47187,0.0,402.52332936
47188,0.0,405.336548312
47189,0.0,395.198903459
47190,0.0,364.801886443
47191,0.0,353.558910122
47192,0.0,329.725049724
47193,0.0,332.36692504
47194,0.0,302.819892137
47195,0.0,307.825804503
47196,0.0,294.456840752
47197,0.0,305.879251273
47198,0.0,336.626417007
47199,0.0,365.88822776
47200,0.0,340.070823939
47201,0.0,321.781767957
47202,0.0,292.364551648
47203,0.0,274.761812405
47204,0.0,293.144911003
47205,0.0,302.682086169
47206,0.0,291.859440202
47207,0.0,302.173955615
47208,0.0,297.039012946
47209,0.0,330.903638123
47210,0.0,341.998004255
47211,0.0,386.073567787
47212,0.0,423.274970238
47213,0.0,469.571315973
47214,0.0,524.869352547
47215,0.0,478.478273253
47216,0.0,478.519323456
47217,0.0,528.219286237
47218,0.0,499.568203661
47219,0.0,503.329689027
47220,0.0,492.30258753
47221,0.0,483.997835015
47222,0.0,476.125576418
47223,0.0,475.103894699
47224,0.0,439.505556596
47225,0.0,458.53454324
47226,0.0,472.323201612
47227,0.0,491.638008071
47228,0.0,471.686785888
47229,0.0,486.415651634
47230,0.0,467.488611082
47231,0.0,449.165454481
47232,0.0,433.287537101
47233,0.0,395.567348515
47234,0.0,372.912107587
47235,0.0,393.094882474
47236,0.0,422.398229171
47237,0.0,398.665023188
47238,0.0,435.341128821
47239,0.0,483.157739827
47240,0.0,479.85471543
47241,0.0,477.010581138
47242,0.0,459.431846726
47243,0.0,486.433677651
47244,0.0,473.806601735
47245,0.0,459.283623511
47246,0.0,468.049168194
47247,0.0,453.209611243
47248,0.0,472.87013856
47249,0.0,510.540130487
47250,0.0,562.4924008
47251,0.0,579.194915275
47252,0.0,529.254569456
47253,0.0,563.239998571
47254,0.0,575.539418202
47255,0.0,526.057997788
47256,0.0,556.852200769
47257,0.0,576.061496322
47258,0.0,496.01968937
47259,0.0,458.413298225
47260,0.0,532.189781902
47261,0.0,503.896231377
47262,0.0,477.376064746
47263,0.0,492.105440532
47264,0.0,484.363386706
47265,0.0,479.116699912
47266,0.0,471.004912733
47267,0.0,441.237849847
47268,0.0,477.006783348
47269,0.0,494.823760723
47270,0.0,498.49162687
47271,0.0,431.9095241
47272,0.0,411.151399095
47273,0.0,403.821595566
47274,0.0,402.458692766
47275,0.0,418.685222332
47276,0.0,416.080267525
47277,0.0,396.050780878
47278,0.0,390.906444083
47279,0.0,371.997958862
47280,0.0,399.900158431
47281,0.0,397.392413408
47282,0.0,389.097471452
47283,0.0,429.968106584
47284,0.0,417.848495834
47285,0.0,389.009711469
47286,0.0,395.596766153
47287,0.0,423.04703067
47288,0.0,424.075671663
47289,0.0,422.299513909
47290,0.0,355.731786674
47291,0.0,335.220938927
47292,0.0,340.893298754
47293,0.0,311.071618129
47294,0.0,333.634903848
47295,0.0,320.546020698
47296,0.0,306.117634251
47297,0.0,292.255684802
47298,0.0,316.048012469
47299,0.0,304.515650415
47300,0.0,274.521640119
47301,0.0,270.989971438
47302,0.0,304.488264009
47303,0.0,298.206429291
47304,0.0,279.515358901
47305,0.0,277.689695786
47306,0.0,277.55776329
47307,0.0,260.878605173
47308,0.0,237.366409566
47309,0.0,219.874379191
47310,0.0,204.860881813
47311,0.0,176.857447204
47312,0.0,167.683035004
47313,0.0,153.409053571
47314,0.0,136.978336698
47315,0.0,137.680835347
47316,0.0,159.330809199
47317,0.0,152.940154335
47318,0.0,157.45769304
47319,0.0,170.271874613
47320,0.0,177.22649029
47321,0.0,205.321074469
47322,0.0,226.005855666
47323,0.0,209.140408134
47324,0.0,247.958594501
47325,0.0,260.989946623
47326,0.0,267.504456455
47327,0.0,291.487297043
47328,0.0,260.482856466
47329,0.0,286.889734592
47330,0.0,280.326207639
47331,0.0,263.185910419
47332,0.0,251.750261996
47333,0.0,236.97294362
47334,0.0,238.442653745
47335,0.0,245.09205166
47336,0.0,232.509514544
47337,0.0,228.45023768
47338,0.0,234.465275047
47339,0.0,197.891446901
47340,0.0,219.539828619
47341,0.0,241.455833674
47342,0.0,244.123258933
47343,0.0,246.559782934
47344,0.0,247.623072651
47345,0.0,260.153973423
47346,0.0,282.093029013
47347,0.0,300.475576874
47348,0.0,267.697135547
47349,0.0,257.476248002
47350,0.0,253.110504925
47351,0.0,259.379332939
47352,0.0,280.188695274
47353,0.0,253.849823799
47354,0.0,259.08275607
47355,0.0,258.834698167
47356,0.0,247.817738472
47357,0.0,274.329659486
47358,0.0,275.437536535
47359,0.0,275.500207673
47360,0.0,280.118589868
47361,0.0,284.504277803
47362,0.0,274.305635731
47363,0.0,285.163188014
47364,0.0,261.377606647
47365,0.0,283.009677385
47366,0.0,297.513629006
47367,0.0,313.285279535
47368,0.0,342.384855873
47369,0.0,321.212251613
47370,0.0,313.266294902
47371,0.0,307.063104624
47372,0.0,320.898869341
47373,0.0,332.924301434
47374,0.0,330.350239741
47375,0.0,349.746331793
47376,0.0,331.116580108
47377,0.0,318.794450595
47378,0.0,308.180834255
47379,0.0,291.431532645
47380,0.0,242.346134903
47381,0.0,285.389193708
47382,0.0,252.311666717
47383,0.0,259.218090838
47384,0.0,250.270108909
47385,0.0,273.322239908
47386,0.0,262.67291378
47387,0.0,283.691278839
47388,0.0,250.40458961
47389,0.0,251.472603258
47390,0.0,238.442449398
47391,0.0,251.947025946
47392,0.0,223.901014284
47393,0.0,254.560759964
47394,0.0,295.543714397
47395,0.0,315.535382989
47396,0.0,298.814385928
47397,0.0,274.716062029
47398,0.0,248.028118115
47399,0.0,211.18059368
47400,0.0,200.83431628
47401,0.0,191.111196094
47402,0.0,211.844456809
47403,0.0,249.130424722
47404,0.0,255.327541864
47405,0.0,262.423688985
47406,0.0,233.330386805
47407,0.0,211.262464573
47408,0.0,206.413470772
47409,0.0,180.365395715
47410,0.0,187.096382668
47411,0.0,191.806213462
47412,0.0,174.538082892
47413,0.0,159.861710041
47414,0.0,127.381529089
47415,0.0,139.433042771
47416,0.0,94.7220779994
47417,0.0,89.0247573445
47418,0.0,96.6295243341
47419,0.0,98.6114425619
47420,0.0,112.179464345
47421,0.0,127.715873591
47422,0.0,139.124173082
47423,0.0,141.841260826
47424,0.0,145.395632151
47425,0.0,165.608564242
47426,0.0,189.698953095
47427,0.0,205.177787974
47428,0.0,194.771049698
47429,0.0,218.726486573
47430,0.0,225.728364814
47431,0.0,233.977875191
47432,0.0,254.215569379
47433,0.0,244.24011289
47434,0.0,235.142425009
47435,0.0,265.741534674
47436,0.0,258.175669926
47437,0.0,235.506477795
47438,0.0,250.282498096
47439,0.0,237.040710436
47440,0.0,226.828569502
47441,0.0,265.098118856
47442,0.0,270.24674239
47443,0.0,277.953179498
47444,0.0,254.420276085
47445,0.0,257.736691422
47446,0.0,226.770377839
47447,0.0,214.389002545
47448,0.0,198.750034518
47449,0.0,193.552463481
47450,0.0,194.828407247
47451,0.0,206.553297066
47452,0.0,221.016540019
47453,0.0,197.56261741
47454,0.0,225.912270836
47455,0.0,241.952507039
47456,0.0,249.562263004
47457,0.0,296.607531416
47458,0.0,295.742062059
47459,0.0,317.422180915
47460,0.0,310.701275211
47461,0.0,295.081260451
47462,0.0,323.013412415
47463,0.0,316.408925782
47464,0.0,302.935112577
47465,0.0,317.638646586
47466,0.0,297.631851034
47467,0.0,302.557142895
47468,0.0,303.655264418
47469,0.0,315.637906078
47470,0.0,339.48794552
47471,0.0,351.697152288
47472,0.0,363.986606502
47473,0.0,366.757180388
47474,0.0,357.907192639
47475,0.0,359.63739407
47476,0.0,419.100546269
47477,0.0,430.089715096
47478,0.0,428.533393712
47479,0.0,466.304206222
47480,0.0,449.387476297
47481,0.0,472.710537078
47482,0.0,470.150721338
47483,0.0,460.285708627
47484,0.0,513.433712048
47485,0.0,494.808970859
47486,0.0,515.549266983
47487,0.0,568.601555542
47488,0.0,572.79753686
47489,0.0,575.037092212
47490,0.0,574.840046531
47491,0.0,587.966175435
47492,0.0,544.226241875
47493,0.0,563.684227275
47494,0.0,570.161816329
47495,0.0,546.822080534
47496,0.0,529.550578553
47497,0.0,551.220212925
47498,0.0,573.207240883
47499,0.0,591.710853448
47500,0.0,536.832363302
47501,0.0,544.666238147
47502,0.0,509.00551995
47503,0.0,464.587034685
47504,0.0,445.110181571
47505,0.0,448.048174798
47506,0.0,418.609146506
47507,0.0,439.612843025
47508,0.0,490.418643162
47509,0.0,567.479445123
47510,0.0,588.847056037
47511,0.0,585.201942608
47512,0.0,627.451630074
47513,0.0,648.051379442
47514,0.0,663.320014435
47515,0.0,631.218094616
47516,0.0,634.051192113
47517,0.0,636.736398773
47518,0.0,588.67180836
47519,0.0,521.773312411
47520,0.0,510.900718463
47521,0.0,541.871308112
47522,0.0,559.679689538
47523,0.0,560.744163085
47524,0.0,607.977207545
47525,0.0,597.016581247
47526,0.0,582.310248764
47527,0.0,546.250322591
47528,0.0,550.270135374
47529,0.0,541.511784807
47530,0.0,498.341405724
47531,0.0,491.6041565
47532,0.0,540.398463589
47533,0.0,571.758392663
47534,0.0,587.010998399
47535,0.0,553.051285115
47536,0.0,539.547033788
47537,0.0,546.378152448
47538,0.0,547.852465683
47539,0.0,544.825347261
47540,0.0,564.622679032
47541,0.0,573.213906662
47542,0.0,601.479023157
47543,0.0,546.083681943
47544,0.0,484.097359619
47545,0.0,506.666864428
47546,0.0,534.992918555
47547,0.0,532.551423672
47548,0.0,524.433368435
47549,0.0,517.770714421
47550,0.0,483.954872228
47551,0.0,468.721182694
47552,0.0,461.636191056
47553,0.0,486.75114181
47554,0.0,508.266605846
47555,0.0,513.363573928
47556,0.0,539.364741805
47557,0.0,559.447206028
47558,0.0,580.229054625
47559,0.0,618.25088809
47560,0.0,616.122267795
47561,0.0,608.279156376
47562,0.0,567.107808723
47563,0.0,568.65862426
47564,0.0,613.498363707
47565,0.0,630.863357863
47566,0.0,574.497616249
47567,0.0,525.587589696
47568,0.0,542.937073209
47569,0.0,513.477082623
47570,0.0,541.752186297
47571,0.0,522.750618416
47572,0.0,497.596372259
47573,0.0,504.050998731
47574,0.0,499.652832994
47575,0.0,497.188031437
47576,0.0,496.721556448
47577,0.0,475.495641296
47578,0.0,506.892821026
47579,0.0,508.783519765
47580,0.0,517.174046293
47581,0.0,516.472733379
47582,0.0,501.547415827
47583,0.0,496.723577269
47584,0.0,496.830966025
47585,0.0,515.631135392
47586,0.0,545.017180726
47587,0.0,499.302052937
47588,0.0,536.662645407
47589,0.0,600.172222495
47590,0.0,640.135756715
47591,0.0,642.38318758
47592,0.0,647.201936964
47593,0.0,690.658275717
47594,0.0,651.405141173
47595,0.0,687.456875921
47596,0.0,655.842596881
47597,0.0,650.068761613
47598,0.0,719.134962032
47599,0.0,755.174268011
47600,0.0,746.838826648
47601,0.0,710.298024474
47602,0.0,620.330893376
47603,0.0,606.863438647
47604,0.0,593.104367779
47605,0.0,561.242261762
47606,0.0,618.982034459
47607,0.0,571.60567648
47608,0.0,559.173362595
47609,0.0,540.701689586
47610,0.0,548.058167178
47611,0.0,586.52962801
47612,0.0,582.556853402
47613,0.0,636.603282593
47614,0.0,601.823509791
47615,0.0,636.350273353
47616,0.0,642.48142652
47617,0.0,601.77968915
47618,0.0,594.230358527
47619,0.0,595.605333317
47620,0.0,646.167608277
47621,0.0,590.917380335
47622,0.0,567.426892737
47623,0.0,558.558516717
47624,0.0,587.145879879
47625,0.0,627.694615434
47626,0.0,609.108133609
47627,0.0,614.354629344
47628,0.0,583.803695674
47629,0.0,550.052126683
47630,0.0,502.414263353
47631,0.0,527.155370008
47632,0.0,545.742942277
47633,0.0,549.960091504
47634,0.0,537.834125775
47635,0.0,541.429117842
47636,0.0,502.966266482
47637,0.0,496.543555436
47638,0.0,506.622695171
47639,0.0,539.339181811
47640,0.0,540.61175435
47641,0.0,547.194427499
47642,0.0,592.42947897
47643,0.0,557.879704857
47644,0.0,590.308357289
47645,0.0,550.652336061
47646,0.0,572.313372022
47647,0.0,588.364941655
47648,0.0,580.12416734
47649,0.0,546.988254785
47650,0.0,599.475421745
47651,0.0,562.17492335
47652,0.0,553.852728924
47653,0.0,541.131771733
47654,0.0,558.333290211
47655,0.0,570.2608573
47656,0.0,555.940568619
47657,0.0,587.40027005
47658,0.0,606.939425324
47659,0.0,594.574330476
47660,0.0,585.240080186
47661,0.0,572.076696834
47662,0.0,543.674572253
47663,0.0,562.735522235
47664,0.0,567.364665312
47665,0.0,603.593188744
47666,0.0,640.990735854
47667,0.0,644.605287163
47668,0.0,659.468431162
47669,0.0,609.086228104
47670,0.0,550.940076568
47671,0.0,518.975697592
47672,0.0,509.97091428
47673,0.0,547.076814962
47674,0.0,545.542175239
47675,0.0,556.767693117
47676,0.0,549.33171651
47677,0.0,543.713913685
47678,0.0,556.714504187
47679,0.0,560.71954005
47680,0.0,527.406784446
47681,0.0,502.08501845
47682,0.0,507.401360568
47683,0.0,493.758349607
47684,0.0,509.892616186
47685,0.0,498.459472887
47686,0.0,526.308413081
47687,0.0,497.751427
47688,0.0,473.1673594
47689,0.0,479.381681202
47690,0.0,467.594486164
47691,0.0,439.98822445
47692,0.0,454.534790297
47693,0.0,415.994285854
47694,0.0,426.055707875
47695,0.0,420.30664024
47696,0.0,411.349509557
47697,0.0,415.471468642
47698,0.0,440.263673219
47699,0.0,431.280525401
47700,0.0,425.167561696
47701,0.0,410.923356958
47702,0.0,396.551711778
47703,0.0,404.438099548
47704,0.0,385.655967458
47705,0.0,350.783872949
47706,0.0,346.768587772
47707,0.0,367.695444588
47708,0.0,381.102323799
47709,0.0,407.088173811
47710,0.0,405.484906058
47711,0.0,387.423608942
47712,0.0,359.443240008
47713,0.0,347.030421604
47714,0.0,316.030663145
47715,0.0,329.45634756
47716,0.0,316.302242777
47717,0.0,282.944378611
47718,0.0,305.020587902
47719,0.0,321.74972312
47720,0.0,310.189904536
47721,0.0,318.374286752
47722,0.0,301.431170586
47723,0.0,234.298911078
47724,0.0,240.48174424
47725,0.0,238.38061784
47726,0.0,243.642597126
47727,0.0,245.809239763
47728,0.0,247.075376293
47729,0.0,236.795636191
47730,0.0,268.057670145
47731,0.0,258.794953177
47732,0.0,278.451244409
47733,0.0,263.271416921
47734,0.0,263.62423715
47735,0.0,265.431646552
47736,0.0,271.047043282
47737,0.0,234.831398523
47738,0.0,202.030108173
47739,0.0,162.263058838
47740,0.0,163.964292282
47741,0.0,163.215610656
47742,0.0,150.395237052
47743,0.0,147.592854433
47744,0.0,154.66436849
47745,0.0,173.188167512
47746,0.0,190.614189495
47747,0.0,181.692560161
47748,0.0,213.907678444
47749,0.0,232.973619993
47750,0.0,209.504826466
47751,0.0,192.902521944
47752,0.0,188.276523731
47753,0.0,179.917694547
47754,0.0,170.273634263
47755,0.0,168.887867121
47756,0.0,157.296377259
47757,0.0,151.843155737
47758,0.0,154.578122843
47759,0.0,162.977521362
47760,0.0,178.692616209
47761,0.0,182.152994464
47762,0.0,140.378475424
47763,0.0,133.137412393
47764,0.0,134.746793292
47765,0.0,118.84785714
47766,0.0,104.541983415
47767,0.0,105.496511992
47768,0.0,114.344592077
47769,0.0,148.636932788
47770,0.0,159.012905828
47771,0.0,172.111214906
47772,0.0,180.836682393
47773,0.0,172.382536544
47774,0.0,181.728163018
47775,0.0,206.188755372
47776,0.0,213.119267637
47777,0.0,245.166736227
47778,0.0,245.925383315
47779,0.0,259.947273157
47780,0.0,239.482108309
47781,0.0,273.876019544
47782,0.0,261.798867194
47783,0.0,274.794743044
47784,0.0,280.126315667
47785,0.0,325.019905021
47786,0.0,316.484970751
47787,0.0,341.451892829
47788,0.0,334.979479829
47789,0.0,312.853310124
47790,0.0,295.769190294
47791,0.0,297.246321009
47792,0.0,333.874022355
47793,0.0,325.565932195
47794,0.0,347.587340495
47795,0.0,347.853160939
47796,0.0,379.802135694
47797,0.0,356.853281438
47798,0.0,329.089001818
47799,0.0,286.91680396
47800,0.0,275.536007006
47801,0.0,242.213521141
47802,0.0,227.405398739
47803,0.0,233.569544505
47804,0.0,221.800396244
47805,0.0,212.733102781
47806,0.0,229.854753017
47807,0.0,219.296390799
47808,0.0,218.413160307
47809,0.0,230.62611187
47810,0.0,223.802478138
47811,0.0,208.115526524
47812,0.0,205.488051734
47813,0.0,223.858249102
47814,0.0,244.824294384
47815,0.0,260.651053727
47816,0.0,275.378452699
47817,0.0,273.712317665
47818,0.0,275.613217108
47819,0.0,236.929683305
47820,0.0,181.265537757
47821,0.0,179.918829994
47822,0.0,211.336060641
47823,0.0,228.29665081
47824,0.0,215.421840769
47825,0.0,210.615782077
47826,0.0,228.576077828
47827,0.0,215.675552025
47828,0.0,223.69359175
47829,0.0,262.192702341
47830,0.0,273.061120634
47831,0.0,252.624420781
47832,0.0,248.459324389
47833,0.0,288.843247426
47834,0.0,322.218229793
47835,0.0,307.909061316
47836,0.0,283.842043298
47837,0.0,302.334713795
47838,0.0,296.432742397
47839,0.0,322.836811921
47840,0.0,328.104993053
47841,0.0,319.19785505
47842,0.0,313.376060618
47843,0.0,329.981061338
47844,0.0,312.417411062
47845,0.0,291.00560766
47846,0.0,295.630655224
47847,0.0,319.023414712
47848,0.0,285.201976243
47849,0.0,288.222928269
47850,0.0,258.684717077
47851,0.0,257.919337023
47852,0.0,262.917012694
47853,0.0,273.141711617
47854,0.0,273.785282354
47855,0.0,299.553579822
47856,0.0,266.073184206
47857,0.0,254.329603079
47858,0.0,250.431315891
47859,0.0,286.1982566
47860,0.0,273.160730689
47861,0.0,264.436659384
47862,0.0,204.645711732
47863,0.0,215.379571913
47864,0.0,232.101388351
47865,0.0,232.778626859
47866,0.0,240.3922048
47867,0.0,222.034155184
47868,0.0,197.499291607
47869,0.0,173.356496523
47870,0.0,174.220901561
47871,0.0,199.247531824
47872,0.0,223.357895976
47873,0.0,209.659419514
47874,0.0,197.436501193
47875,0.0,217.975722249
47876,0.0,225.123947824
47877,0.0,234.143437973
47878,0.0,229.628641226
47879,0.0,224.720204935
47880,0.0,205.478085678
47881,0.0,215.860062032
47882,0.0,202.285530616
47883,0.0,195.058245745
47884,0.0,182.459698361
47885,0.0,214.600717927
47886,0.0,215.150661809
47887,0.0,204.356470029
47888,0.0,190.873311329
47889,0.0,186.835300662
47890,0.0,164.064610156
47891,0.0,152.308178779
47892,0.0,163.622780059
47893,0.0,163.207488537
47894,0.0,159.454382444
47895,0.0,148.627858259
47896,0.0,148.035860747
47897,0.0,150.454699774
47898,0.0,129.641573757
47899,0.0,137.1444279
47900,0.0,145.6579794
47901,0.0,154.073284159
47902,0.0,153.062434434
47903,0.0,167.147101199
47904,0.0,151.554197883
47905,0.0,149.041387852
47906,0.0,138.000340205
47907,0.0,112.33058586
47908,0.0,115.923975422
47909,0.0,115.258953735
47910,0.0,91.6913031388
47911,0.0,87.4348538054
47912,0.0,90.9245585091
47913,0.0,108.294415408
47914,0.0,120.144974711
47915,0.0,132.33600397
47916,0.0,132.434183417
47917,0.0,145.790959177
47918,0.0,161.217839193
47919,0.0,182.552602353
47920,0.0,171.195883554
47921,0.0,152.928014732
47922,0.0,165.527633426
47923,0.0,187.111141652
47924,0.0,164.142439039
47925,0.0,167.452020459
47926,0.0,174.09155548
47927,0.0,179.592831976
47928,0.0,161.597042109
47929,0.0,158.221411545
47930,0.0,191.485089622
47931,0.0,223.32794111
47932,0.0,197.637135704
47933,0.0,224.274830704
47934,0.0,196.316603377
47935,0.0,204.199178655
47936,0.0,193.516510012
47937,0.0,194.308926704
47938,0.0,192.745172378
47939,0.0,183.758623299
47940,0.0,172.371568962
47941,0.0,187.192810586
47942,0.0,194.485946493
47943,0.0,193.505277276
47944,0.0,187.839208718
47945,0.0,203.966281607
47946,0.0,231.256037989
47947,0.0,231.036263253
47948,0.0,250.144892592
47949,0.0,251.455944503
47950,0.0,259.493934285
47951,0.0,287.439459631
47952,0.0,270.000568179
47953,0.0,279.927713164
47954,0.0,274.222763424
47955,0.0,263.804474446
47956,0.0,257.510941122
47957,0.0,258.634207138
47958,0.0,264.361357727
47959,0.0,243.037711387
47960,0.0,212.952497772
47961,0.0,218.64608382
47962,0.0,182.771194868
47963,0.0,160.87600345
47964,0.0,174.895376645
47965,0.0,166.956720719
47966,0.0,167.216093833
47967,0.0,161.980071528
47968,0.0,145.356161936
47969,0.0,144.471307337
47970,0.0,139.738225395
47971,0.0,123.308308689
47972,0.0,131.725665034
47973,0.0,133.445425403
47974,0.0,162.645791938
47975,0.0,153.207025608
47976,0.0,141.339502662
47977,0.0,138.832502969
47978,0.0,149.894918165
47979,0.0,141.351366349
47980,0.0,152.094896226
47981,0.0,139.421479472
47982,0.0,145.342652803
47983,0.0,148.668317784
47984,0.0,135.770836043
47985,0.0,139.413203583
47986,0.0,142.090872274
47987,0.0,151.140732723
47988,0.0,122.200920962
47989,0.0,109.502626208
47990,0.0,107.019315133
47991,0.0,123.552094703
47992,0.0,134.496486769
47993,0.0,149.174597854
47994,0.0,169.442623336
47995,0.0,166.813861197
47996,0.0,166.129712524
47997,0.0,153.065284067
47998,0.0,148.890446146
47999,0.0,130.712874891
48000,0.0,148.767239348
48001,0.0,132.541109986
48002,0.0,133.004036725
48003,0.0,127.57281027
48004,0.0,113.516358377
48005,0.0,119.269975642
48006,0.0,129.047655127
48007,0.0,113.875829302
48008,0.0,98.8834970828
48009,0.0,87.8950668143
48010,0.0,87.4330556695
48011,0.0,86.2542030932
48012,0.0,92.6842322394
48013,0.0,77.9505638195
48014,0.0,78.2802099618
48015,0.0,67.9176341415
48016,0.0,51.0822342295
48017,0.0,47.7286378859
48018,0.0,40.7629398624
48019,0.0,41.8720302656
48020,0.0,37.0698137176
48021,0.0,36.6944282489
48022,0.0,34.6569618983
48023,0.0,35.2222750726
48024,0.0,31.9607096604
48025,0.0,31.7456870807
48026,0.0,30.3343113667
48027,0.0,30.0488792904
48028,0.0,38.1129133332
48029,0.0,35.2524571121
48030,0.0,30.2442509865
48031,0.0,19.0544162686
48032,0.0,26.7789515745
48033,0.0,26.0015684035
48034,0.0,25.9690575287
48035,0.0,30.0572487003
48036,0.0,27.3584588263
48037,0.0,38.2624633238
48038,0.0,37.3793901071
48039,0.0,21.6841475241
48040,0.0,16.9415528743
48041,0.0,25.8115683958
48042,0.0,17.6239449714
48043,0.0,15.8022536801
48044,0.0,15.0765761791
48045,0.0,13.536908243
48046,0.0,12.2169134087
48047,0.0,13.528855978
48048,0.0,24.7294215566
48049,0.0,22.3694911773
48050,0.0,24.574874464
48051,0.0,24.9560467647
48052,0.0,21.2025646773
48053,0.0,23.4380491409
48054,0.0,32.6183947047
48055,0.0,43.0788572009
48056,0.0,48.1380628989
48057,0.0,49.3855145167
48058,0.0,49.9337744627
48059,0.0,49.7041287821
48060,0.0,54.1894358717
48061,0.0,57.9693186249
48062,0.0,65.1819264075
48063,0.0,45.7532033212
48064,0.0,43.2828703477
48065,0.0,28.3277519091
48066,0.0,37.9495111361
48067,0.0,39.6012823096
48068,0.0,41.8180152131
48069,0.0,48.1987632522
48070,0.0,46.4917915845
48071,0.0,34.0433001077
48072,0.0,32.5775190651
48073,0.0,27.5077272041
48074,0.0,38.0187553483
48075,0.0,32.5108152036
48076,0.0,42.4591363437
48077,0.0,34.9556003577
48078,0.0,41.3648647852
48079,0.0,32.9708540186
48080,0.0,31.4586376786
48081,0.0,31.9001932658
48082,0.0,26.0285921919
48083,0.0,34.183770575
48084,0.0,34.8440576387
48085,0.0,47.1039480702
48086,0.0,48.3822997909
48087,0.0,50.130747253
48088,0.0,70.4456792089
48089,0.0,85.5265624915
48090,0.0,85.1563006154
48091,0.0,74.7104505899
48092,0.0,92.1932610046
48093,0.0,92.540393583
48094,0.0,67.7189886179
48095,0.0,46.5104417962
48096,0.0,53.9987020062
48097,0.0,42.0772365518
48098,0.0,56.3807393425
48099,0.0,67.5501725194
48100,0.0,55.4619124875
48101,0.0,56.1237533817
48102,0.0,40.0514100242
48103,0.0,31.2240417498
48104,0.0,33.6289676278
48105,0.0,32.6639499531
48106,0.0,36.503863776
48107,0.0,44.5303330321
48108,0.0,35.6461902809
48109,0.0,38.5152759813
48110,0.0,36.51232872
48111,0.0,37.494975011
48112,0.0,27.5694664229
48113,0.0,19.4828831445
48114,0.0,26.4410707211
48115,0.0,25.4161099639
48116,0.0,19.5585139522
48117,0.0,16.8596081899
48118,0.0,20.6703139751
48119,0.0,18.1866054282
48120,0.0,23.4583694437
48121,0.0,26.4827535535
48122,0.0,16.3708911672
48123,0.0,20.749602278
48124,0.0,23.770974066
48125,0.0,27.38721587
48126,0.0,21.7533100868
48127,0.0,24.957154466
48128,0.0,27.6052328574
48129,0.0,27.0050527096
48130,0.0,36.6093414571
48131,0.0,37.2762458292
48132,0.0,29.1946274096
