#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
3536,-606.127835079,1.22084924365,-604.906985836,48.9447465599
3537,-605.840575285,0.616812404954,-605.22376288,24.7284642166
3538,-605.749321669,0.667050202303,-605.082271467,26.742534563
3539,-605.909739493,0.885076995822,-605.024662497,35.4833895109
3540,-606.244290836,1.49537665974,-604.748914177,59.9507531363
3541,-606.632569198,2.03614315537,-604.596426043,81.6304807639
3542,-606.950576897,2.20483472777,-604.745742169,88.3934503123
3543,-607.105902042,1.88151112534,-605.224390916,75.4311686383
3544,-607.153054661,1.83290835396,-605.320146307,73.4826476887
3545,-607.115256036,1.72096464741,-605.394291388,68.994741934
3546,-607.059883031,1.92029708093,-605.13958595,76.9861262025
3547,-606.926713391,1.79594418874,-605.130769202,72.0007270436
3548,-606.925222208,1.48232020524,-605.442902003,59.427310246
3549,-606.925246103,1.09554033116,-605.829705772,43.9210198424
3550,-606.926064431,1.2846180236,-605.641446408,51.5012839779
3551,-606.940991702,1.27720812271,-605.663783579,51.2042155865
3552,-606.962543042,1.29315515733,-605.669387884,51.8435439653
3553,-606.991205171,1.40903139818,-605.582173773,56.4891079203
3554,-607.022625185,1.58126281336,-605.441362371,63.3939923762
3555,-607.044378112,1.66113500352,-605.383243108,66.5961273858
3556,-607.065432375,1.5296816551,-605.53575072,61.3260657003
3557,-607.093257889,1.70045651348,-605.392801376,68.1725557198
3558,-607.119011507,1.52866915501,-605.590342352,61.285473825
3559,-607.138942044,1.19042764022,-605.948514404,47.7251220424
3560,-607.175030982,1.55954102091,-605.615489961,62.5231496971
3561,-607.220197638,1.62456321785,-605.59563442,65.1299375263
3562,-607.254385823,1.69779501962,-605.556590803,68.0658544682
3563,-607.388905859,1.98279283449,-605.406113025,79.4916270536
3564,-607.431138048,2.36262346988,-605.068514578,94.7193173534
3565,-607.465947202,2.66207256461,-604.803874637,106.724452406
3566,-607.494485708,2.52944841862,-604.965037289,101.407452583
3567,-607.505097844,2.38389543389,-605.12120241,95.5721260787
3568,-607.487993247,2.6080839333,-604.879909314,104.56000836
3569,-607.445541298,2.53427109721,-604.911270201,101.600797324
3570,-607.357007972,2.44236697874,-604.914640993,97.9162934347
3571,-607.246388444,2.36373053278,-604.882657911,94.7637003214
3572,-607.075946585,2.32753186964,-604.748414715,93.3124692195
3573,-606.944354428,2.06246456466,-604.881889863,82.6857254745
3574,-606.840283422,1.70141805656,-605.138865365,68.2111046912
3575,-606.789065589,1.68882826796,-605.100237321,67.7063707814
3576,-606.794402875,1.78985288659,-605.004549988,71.756522248
3577,-606.858823061,1.66266644755,-605.196156613,66.6575241065
3578,-606.988639731,1.75256811331,-605.236071618,70.2617481898
3579,-607.092760389,2.03626079545,-605.056499594,81.6351970413
3580,-607.155318546,2.46498816809,-604.690330377,98.823193599
3581,-607.176219859,2.38331449593,-604.792905363,95.5488358475
3582,-607.134715331,2.58805274209,-604.546662589,103.756943131
3583,-607.041142586,2.7535102947,-604.287632291,110.390258441
3584,-606.928275988,2.66944806028,-604.258827928,107.020141467
3585,-606.699497451,3.01324256515,-603.686254885,120.803116717
3586,-606.590540271,2.72574819118,-603.86479208,109.277255237
3587,-606.497764915,2.37453134081,-604.123233575,95.1967126809
3588,-606.411130307,2.09494958452,-604.316180723,83.9880738786
3589,-606.321781823,2.22967872215,-604.092103101,89.3894643694
3590,-606.237560723,2.4722200883,-603.765340635,99.1131266136
3591,-606.15967737,2.66719185338,-603.492485517,106.929688468
3592,-606.099371394,2.77821516878,-603.321156226,111.380695063
3593,-606.05645832,2.99179191411,-603.064666406,119.943144297
3594,-606.017680943,2.97941630824,-603.038264634,119.446997131
3595,-605.991827411,2.71492256534,-603.276904846,108.843247913
3596,-605.989691827,2.70566965848,-603.284022168,108.472292052
3597,-606.0087862,3.16559070013,-602.8431955,126.910865806
3598,-606.140298624,3.76861777703,-602.371680847,151.086666054
3599,-606.169798437,3.54178706085,-602.628011376,141.992855354
3600,-606.156286267,3.71457609462,-602.441710172,148.92009515
3601,-606.041179115,3.25471938456,-602.78645973,130.484100498
3602,-605.809239797,3.03895156145,-602.770288235,121.83380934
3603,-605.484222287,3.23312718361,-602.251095103,129.618453237
3604,-605.212423773,2.67048451395,-602.541939259,107.061693659
3605,-605.026218061,2.65491080424,-602.371307257,106.437332151
3606,-604.962267529,3.16687154323,-601.795395985,126.962215751
3607,-605.090499642,3.33801750055,-601.752482141,133.823583401
3608,-605.294842799,3.78156494152,-601.513277858,151.605727427
3609,-605.495835266,3.81077271218,-601.685062554,152.776688494
3610,-605.631342103,3.72530705246,-601.906035051,149.350307165
3611,-605.671465243,3.50050659484,-602.170958648,140.337891027
3612,-605.644803467,3.1269265478,-602.517876919,125.360791424
3613,-605.547270599,3.18147595755,-602.365794641,127.547717492
3614,-605.436359497,3.22321568604,-602.213143811,129.22109399
3615,-605.305072594,3.55255697107,-601.752515623,142.424628998
3616,-605.185708425,3.1890494318,-601.996658993,127.851343659
3617,-604.964091048,3.33186832871,-601.632222719,133.577058566
3618,-604.866894607,3.07792518226,-601.788969425,123.396290541
3619,-604.777444178,3.4185097454,-601.358934432,137.05057686
3620,-604.719511485,3.31695827463,-601.402553211,132.979303502
3621,-604.674563749,3.58797017574,-601.086593574,143.84437049
3622,-604.64993189,3.85654725356,-600.793384636,154.611823617
3623,-604.662277565,3.87373856184,-600.788539003,155.301035844
3624,-604.676242326,4.05926616638,-600.61697616,162.738974338
3625,-604.68730016,4.16600525352,-600.521294907,167.018223062
3626,-604.712905428,4.30031072885,-600.412594699,172.402628619
3627,-604.755355728,4.04746197966,-600.707893749,162.265735786
3628,-604.803056902,3.98470589059,-600.818351011,159.749797893
3629,-604.866381867,3.77228140293,-601.094100464,151.233543518
3630,-604.931559431,3.75592285246,-601.175636578,150.577717166
3631,-605.014879181,3.79909292431,-601.215786257,152.308437184
3632,-605.091836983,4.14816938844,-600.943667595,166.303170077
3633,-605.186880134,4.16617011987,-601.020710014,167.024832675
3634,-605.269005012,4.19994400825,-601.069061004,168.378852769
3635,-605.352384813,4.24361506751,-601.108769746,170.129657742
3636,-605.445669105,4.1284613998,-601.317207705,165.513062278
3637,-605.530252667,4.53290686146,-600.997345805,181.727579116
3638,-605.623331983,4.66662890635,-600.956703077,187.088594516
3639,-605.724708311,4.73177157159,-600.992936739,189.700212009
3640,-605.862371098,5.00627079219,-600.856100306,200.705088207
3641,-606.011779773,4.90203067613,-601.109749097,196.526025076
3642,-606.154606508,4.56225142495,-601.592355084,182.904024308
3643,-606.297691405,4.55808051357,-601.739610892,182.736809395
3644,-606.450486473,4.59950518399,-601.850981289,184.397554983
3645,-606.703123799,4.81494051279,-601.888183286,193.034516199
3646,-606.846360582,4.77372717499,-602.072633407,191.382243091
3647,-606.950082471,4.51973329455,-602.430349177,181.199441103
3648,-607.008156661,4.67863623374,-602.329520427,187.569977127
3649,-606.982040418,4.40245070545,-602.579589712,176.497495609
3650,-606.878180727,4.35781649208,-602.520364235,174.708077077
3651,-606.671500767,4.51330830658,-602.15819246,180.941858597
3652,-606.496157777,4.54322736564,-601.952930412,182.14133574
3653,-606.371865577,4.79166793265,-601.580197644,192.101501297
3654,-606.395488001,4.8071413987,-601.588346603,192.721843963
3655,-606.50045319,5.19934936749,-601.301103823,208.445750687
3656,-606.661587045,5.52505711589,-601.136529929,221.503614531
3657,-606.818223059,5.50260810371,-601.315614955,220.603617077
3658,-606.932204183,5.15860970623,-601.773594477,206.812467621
3659,-606.966407966,5.102425586,-601.86398238,204.560004806
3660,-606.931621604,5.18548354365,-601.746138061,207.889859583
3661,-606.857717744,4.83536816096,-602.022349583,193.853475679
3662,-606.760640585,4.52931152743,-602.231329057,181.583439523
3663,-606.654246678,4.48580613373,-602.168440544,179.839276204
3664,-606.456859648,4.64347387186,-601.813385777,186.160292106
3665,-606.35938848,4.53261021607,-601.826778264,181.715686383
3666,-606.283956085,4.43630913139,-601.847646953,177.854904876
3667,-606.223081917,4.54023575039,-601.682846166,182.021399678
3668,-606.173827003,4.19877753731,-601.975049466,168.332088089
3669,-606.149587928,3.98305072299,-602.166537205,159.683441003
3670,-606.133453064,4.12544386165,-602.008009202,165.392086948
3671,-606.123597917,4.25449576163,-601.869102155,170.565872794
3672,-606.140477335,4.81537943866,-601.325097896,193.05211306
3673,-606.168217618,5.40420956387,-600.764008054,216.658747045
3674,-606.214378445,5.47880084474,-600.735577601,219.649166507
3675,-606.377491633,5.39380874397,-600.983682889,216.241770505
3676,-606.452086633,5.27128185646,-601.180804776,211.329577221
3677,-606.518526075,5.20465860809,-601.313867467,208.658602058
3678,-606.559103431,5.3179503525,-601.241153078,213.200551645
3679,-606.536727672,4.98025300768,-601.556474664,199.662016038
3680,-606.471386211,5.1696450984,-601.301741113,207.254884632
3681,-606.389011735,4.92122105575,-601.46779068,197.295381549
3682,-606.247656961,5.17708838088,-601.07056858,207.553291316
3683,-606.12070744,5.16817747254,-600.952529967,207.196046429
3684,-606.013170944,5.18338301416,-600.82978793,207.805647807
3685,-605.977463425,5.06354850984,-600.913914916,203.00139415
3686,-606.066137325,5.2052342279,-600.860903097,208.681679081
3687,-606.31423646,5.74991427928,-600.564322181,230.518304045
3688,-606.628099724,5.79199223207,-600.836107491,232.205240205
3689,-606.922169569,6.02850606076,-600.893663508,241.687254027
3690,-607.141276941,6.05128009155,-601.089996849,242.600281718
3691,-607.27295901,6.01798455728,-601.254974453,241.265439193
3692,-607.310671889,5.5974333134,-601.713238576,224.405229667
3693,-607.300007555,5.94625056631,-601.353756989,238.389570591
3694,-607.179874992,5.84115969477,-601.338715297,234.176400046
3695,-607.170693755,5.33664812561,-601.83404563,213.950159158
3696,-607.167912337,5.41888781004,-601.749024527,217.24720876
3697,-607.167629197,5.26787137517,-601.899757821,211.19284851
3698,-607.179894403,5.259802613,-601.92009179,210.869365884
3699,-607.202628921,5.91687027816,-601.285758643,237.211693171
3700,-607.235764931,5.66945763075,-601.566307301,227.292737668
3701,-607.282332964,6.05921882154,-601.223114142,242.918551258
3702,-607.329475546,6.15152049924,-601.177955047,246.618993589
3703,-607.382647699,6.52179034993,-600.860857349,261.463384979
3704,-607.528200827,6.39403632602,-601.134164501,256.341631942
3705,-607.556516714,6.54324975858,-601.013266956,262.323708498
3706,-607.510875031,6.58182099121,-600.92905404,263.870057661
3707,-607.336638788,6.19894609425,-601.137692694,248.52032067
3708,-607.053943235,6.02351647488,-601.03042676,241.48721785
3709,-606.720844166,5.33809860461,-601.382745562,214.008309931
3710,-606.372369757,4.93146197059,-601.440907786,197.705947377
3711,-606.078750084,4.85046793641,-601.228282148,194.458836813
3712,-605.916041923,4.88630910184,-601.029732821,195.895735568
3713,-605.998572232,4.91280608168,-601.085766151,196.958019032
3714,-606.14291532,4.40967186535,-601.733243454,176.786997236
3715,-606.288856135,4.2339927462,-602.054863389,169.743891785
3716,-606.350163884,4.32411657645,-602.026047308,173.357022606
3717,-606.346062416,4.46918082678,-601.876881589,179.172755387
3718,-606.264918927,3.98499787558,-602.279921051,159.761503787
3719,-606.137681483,3.37615869125,-602.761522792,135.352691865
3720,-605.989281691,3.19662217236,-602.792659519,128.154940414
3721,-605.739847191,3.20996521932,-602.529881972,128.689873007
3722,-605.602565772,2.99060386052,-602.611961912,119.895514353
3723,-605.497070771,2.63245891596,-602.864611855,105.537219392
3724,-605.416178782,2.66784286094,-602.748335921,106.955787842
3725,-605.370768052,2.67247321806,-602.698294834,107.141422273
3726,-605.348971429,2.73981555474,-602.609155874,109.841226216
3727,-605.337080066,2.8780679245,-602.459012142,115.383865682
3728,-605.351122215,2.8500415492,-602.501080666,114.260267626
3729,-605.36687264,2.85252962871,-602.514343011,114.360016569
3730,-605.414179579,2.72043959584,-602.693739983,109.064429734
3731,-605.49212815,2.76629182402,-602.725836326,110.902679378
3732,-605.592364752,2.63461759363,-602.957747159,105.623762372
3733,-605.719552413,2.71889355543,-603.000658858,109.002447834
3734,-605.968663488,2.741957947,-603.226705541,109.927116302
3735,-606.126371457,3.11236984215,-603.014001614,124.777202359
3736,-606.291824451,3.56154724076,-602.73027721,142.78505554
3737,-606.428440887,3.74391624642,-602.68452464,150.096363474
3738,-606.51344636,4.20773027995,-602.30571608,168.691010144
3739,-606.530242045,4.32072838249,-602.209513662,173.221187411
3740,-606.485119985,4.38790710007,-602.097212885,175.914431744
3741,-606.481728989,3.97374695759,-602.507982031,159.310446187
3742,-606.542709245,4.01876466546,-602.52394458,161.115239296
3743,-606.706472524,4.0248993457,-602.681573178,161.361183151
3744,-606.890430055,4.26064740842,-602.629782646,170.812496851
3745,-607.133042493,4.73873727315,-602.39430522,189.979472121
3746,-607.388317886,4.95756598509,-602.430751901,198.75247657
3747,-607.614993405,5.31052097841,-602.304472427,212.902702558
3748,-607.789693276,5.72846799431,-602.061225282,229.658506664
3749,-607.885593929,6.25393028492,-601.631663644,250.724677425
3750,-607.910557989,6.70482263395,-601.205735355,268.801284233
3751,-607.797919927,6.49161754961,-601.306302377,260.253735162
3752,-607.785587505,6.30165331166,-601.483934193,252.637928763
3753,-607.766498399,6.14701456714,-601.619483832,246.438347448
3754,-607.739500934,6.19646703905,-601.543033895,248.420933519
3755,-607.705555608,6.0271660745,-601.678389533,241.63353299
3756,-607.663201906,5.98891406691,-601.674287839,240.099981794
3757,-607.613720764,6.25135779643,-601.362362967,250.621544464
3758,-607.554141651,5.59669143276,-601.957450218,224.375487125
3759,-607.48480972,5.65597961687,-601.828830103,226.752394152
3760,-607.420176541,5.48350117243,-601.936675369,219.83760611
3761,-607.345952214,5.28088599106,-602.065066223,211.714614059
3762,-607.372281591,5.15979657893,-602.212485012,206.860050223
3763,-607.285398306,5.18898919767,-602.096409108,208.030403838
3764,-607.182133946,5.2800259825,-601.902107963,211.680135682
3765,-607.054151737,5.38638922274,-601.667762514,215.944316427
3766,-606.897210756,5.00322216028,-601.893988596,200.582866305
3767,-606.702273697,4.8365253525,-601.865748344,193.899868342
3768,-606.473580224,4.71580774775,-601.757772476,189.060210538
3769,-606.231097124,4.73531263077,-601.495784493,189.842175683
3770,-605.983778119,4.77441101986,-601.209367099,191.409658937
3771,-605.747797158,4.81285962055,-600.934937537,192.951091694
3772,-605.555572975,4.87566179373,-600.679911182,195.468877134
3773,-605.414268309,4.46400883616,-600.950259473,178.965406469
3774,-605.281552067,4.28614749347,-600.995404574,171.834814067
3775,-605.156318398,4.73131447327,-600.425003925,189.6818866
3776,-605.002962607,4.93540408634,-600.067558521,197.863989705
3777,-604.838920897,4.81390465124,-600.025016246,192.992987745
3778,-604.650910943,4.9739188962,-599.676992047,199.408076837
3779,-604.441062288,4.47567950098,-599.965382787,179.433292029
3780,-604.245160953,4.10197266057,-600.143188293,164.451109186
3781,-604.049621541,4.09301930762,-599.956602233,164.092162663
3782,-603.842811945,4.40188353973,-599.440928406,176.474757517
3783,-603.632795466,4.42189760624,-599.210897859,177.277136204
3784,-603.355518098,4.09269189506,-599.262826202,164.079036452
3785,-603.205744343,3.89820981092,-599.307534532,156.282106268
3786,-603.078192689,4.01893850356,-599.059254186,161.122208594
3787,-602.976588852,3.90563359241,-599.07095526,156.579731143
3788,-602.924730803,3.89404971107,-599.030681092,156.115324797
3789,-602.885743531,4.32385915375,-598.561884377,173.34670234
3790,-602.876069484,4.56659050214,-598.309478982,183.077981113
3791,-602.917466464,4.75229281062,-598.165173654,190.522923616
3792,-603.013179214,5.11702186256,-597.896157351,205.145180297
3793,-603.161104399,4.80152559428,-598.359578804,192.496702222
