#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
5828,-604.46375931,2.38913439597,-602.074624914,95.782159932
5829,-605.113831375,2.80132477213,-602.312506602,112.307176105
5830,-605.648705585,3.43892011037,-602.209785475,137.868843444
5831,-605.916910581,3.98993765922,-601.926972922,159.959543356
5832,-605.897134013,4.57583777489,-601.321296238,183.448711097
5833,-605.65616349,4.00711431298,-601.649049177,160.648168073
5834,-605.55460056,3.69010163927,-601.864498921,147.938896185
5835,-605.503756379,3.41592398825,-602.08783239,136.946911949
5836,-605.481494062,3.36915951894,-602.112334543,135.072089885
5837,-605.479169065,3.31857733705,-602.160591728,133.044212909
5838,-605.514756688,3.56397890491,-601.950777783,142.882542749
5839,-605.591824066,4.04361128402,-601.548212782,162.111358558
5840,-605.79571357,4.24464508097,-601.551068489,170.170951741
5841,-605.754025405,3.83071982113,-601.923305584,153.576382803
5842,-605.424309114,3.72372519339,-601.70058392,149.286889268
5843,-604.82957129,2.81095495355,-602.018616337,112.69325718
5844,-604.040371231,2.24720969575,-601.793161535,90.0922940301
5845,-603.38357253,1.36425949118,-602.019313039,54.6941691491
5846,-603.078026392,1.02994700086,-602.048079391,41.2913348553
5847,-603.261109772,1.31535430041,-601.945755471,52.7335239835
5848,-603.809184532,1.84607832713,-601.963106205,74.0106416261
5849,-604.484423544,2.56035853647,-601.924065007,102.646662003
5850,-605.124477594,3.38276883413,-601.74170876,135.617697368
5851,-605.524647506,3.49349355158,-602.031153955,140.056732951
5852,-605.700935067,3.56172695028,-602.139208117,142.792260227
5853,-605.692651177,3.31854147206,-602.374109705,133.042775055
5854,-605.633953492,2.96519554391,-602.668757948,118.876876201
5855,-605.503019854,2.87397281604,-602.629047038,115.219689763
5856,-605.502301254,3.02274722232,-602.479554032,121.184165433
5857,-605.534095739,2.80771234546,-602.726383393,112.56325863
5858,-605.577430975,3.14687962617,-602.430551349,126.160725051
5859,-605.640518158,3.42641607733,-602.21410208,137.367547538
5860,-605.741582427,3.60340663196,-602.138175795,144.463229404
5861,-605.862186435,3.34053508561,-602.521651349,133.924515242
5862,-606.131869105,3.91965071724,-602.212218387,157.141688015
5863,-606.283632868,4.22611913712,-602.057513731,169.428232989
5864,-606.253241468,3.91929572097,-602.333945747,157.127455952
5865,-605.959445835,3.55461858814,-602.404827247,142.507280746
5866,-605.446403253,2.93340646656,-602.512996787,117.602428645
5867,-604.826029925,2.44521380436,-602.380816121,98.0304247734
5868,-604.325541157,1.68581077339,-602.639730384,67.5853971983
5869,-604.157626108,1.41442477364,-602.743201334,56.7053323201
5870,-604.414639967,1.91486475208,-602.499775215,76.7683401325
5871,-605.053803704,2.74352035628,-602.310283348,109.989754442
5872,-605.896080222,3.54939710388,-602.346683119,142.297947591
5873,-606.644471695,4.36136305538,-602.283108639,174.850261416
5874,-607.076277234,4.69426195221,-602.382015281,188.196423704
5875,-607.19199754,4.96125021117,-602.230747329,198.900179911
5876,-607.071290476,5.16074182006,-601.910548656,206.897945637
5877,-607.070995855,5.66307414023,-601.407921715,227.036818826
5878,-607.122820475,5.76320964928,-601.359610826,231.051325234
5879,-607.23037366,6.32743464129,-600.902939019,253.671521282
5880,-607.406265128,7.35925175433,-600.047013374,295.037830313
5881,-607.700350862,7.51827473488,-600.182076128,301.413178884
5882,-607.565696414,7.88747386967,-599.678222544,316.214644484
5883,-606.800062333,7.08106803545,-599.718994297,283.885239862
5884,-605.429672592,6.48281995363,-598.946852638,259.901033051
5885,-604.030050333,4.58694515227,-599.443105181,183.894014048
5886,-603.085129509,3.44779193214,-599.637337577,138.224521322
5887,-602.955021711,3.16455796589,-599.790463745,126.869462729
5888,-603.666119503,4.29014072392,-599.375978779,171.994905621
5889,-605.036114592,5.31676709137,-599.719347501,213.153113834
5890,-606.488865886,6.86164785845,-599.627218028,275.088523142
5891,-607.521215001,8.05954446247,-599.461670539,323.113081452
5892,-607.912175261,8.46981175354,-599.442363508,339.560999725
5893,-607.819593925,8.28581723016,-599.533776695,332.184523586
5894,-607.543918605,7.88706648159,-599.656852123,316.198311995
5895,-607.440818596,7.96536328809,-599.475455308,319.337288712
5896,-607.413465828,8.17909162557,-599.234374202,327.905815387
5897,-607.561985352,8.73109980347,-598.830885549,350.036230348
5898,-607.462305855,8.12379205639,-599.338513798,325.688814875
5899,-606.821447297,7.22150672066,-599.599940576,289.515530326
5900,-605.51646008,5.6294880107,-599.886972069,225.690326123
5901,-603.932243779,3.83143788238,-600.100805897,153.605170408
5902,-602.509831707,2.45882753858,-600.051004168,98.5762094183
5903,-601.789910402,1.62919853792,-600.160711864,65.3157709266
5904,-601.869477615,1.83985790511,-600.02961971,73.7612603195
5905,-602.661616852,2.46079770777,-600.200819144,98.6551949541
5906,-603.97003253,4.21667497024,-599.75335756,169.049609374
5907,-605.359672523,5.71702222667,-599.642650296,229.199637398
5908,-606.192047579,6.61102828557,-599.581019293,265.040999633
5909,-606.374301154,6.96954389524,-599.404757259,279.414154831
5910,-606.131795936,6.86569886692,-599.266097069,275.25093106
5911,-605.758025912,7.09663391718,-598.661391995,284.50928754
5912,-605.574496392,6.779989836,-598.794506556,271.814792799
5913,-605.468353921,6.42398645311,-599.044367467,257.542354625
5914,-605.440812607,6.29146170903,-599.149350898,252.229339897
5915,-605.598728314,6.10683758602,-599.491890728,244.827622645
5916,-605.603514021,5.52114507885,-600.082368942,221.346778081
5917,-605.204005191,5.20930596204,-599.994699229,208.844917906
5918,-604.234178802,4.31303728113,-599.921141521,172.912845486
5919,-602.834837311,2.87864653648,-599.956190775,115.407062663
5920,-601.491918676,1.58257113238,-599.909347543,63.4464438507
5921,-600.700773409,0.814313353774,-599.886460055,32.6464229127
5922,-600.664177656,0.601753060785,-600.062424595,24.1247240025
5923,-601.4563593,1.59313928245,-599.863220017,63.870128781
5924,-602.634916625,2.46640677824,-600.168509847,98.8800667263
5925,-603.80943177,3.63926530924,-600.170166461,145.900830223
5926,-604.599386761,4.71568749156,-599.883699269,189.055389378
5927,-604.835529546,4.96320384867,-599.872325697,198.978502679
5928,-604.705540425,4.97140080357,-599.734139621,199.307124647
5929,-604.422523606,4.70582100406,-599.716702602,188.659834618
5930,-604.312204018,4.84955448698,-599.462649531,194.422215952
5931,-604.289249613,5.30783360373,-598.98141601,212.794963725
5932,-604.344413094,5.69335781028,-598.651055284,228.250913492
5933,-604.504099202,6.118426539,-598.385672663,245.292232317
5934,-604.859692933,6.0947509074,-598.764942026,244.343058785
5935,-604.981355895,6.49436813739,-598.486987758,260.364008255
5936,-604.558699084,6.18250494085,-598.376194143,247.861182705
5937,-603.430038158,5.30425208271,-598.125786076,212.651377906
5938,-602.067671887,3.67646891692,-598.39120297,147.392350292
5939,-600.940421509,2.5652576774,-598.375163832,102.843072176
5940,-600.752665744,2.79429483002,-597.958370914,112.025340541
5941,-601.294887123,3.49597191522,-597.798915208,140.156092377
5942,-602.63749797,5.74497766511,-596.892520305,230.320391542
5943,-604.255556473,7.51673752028,-596.738818953,301.351550817
5944,-605.54872691,8.56412407807,-596.984602832,343.342050371
5945,-606.20549378,9.46319514518,-596.742298635,379.386472521
5946,-606.3531002,8.47741588504,-597.875684315,339.865854965
5947,-606.251103598,8.96561873718,-597.285484861,359.438267359
5948,-606.32148163,8.822838856,-597.498642774,353.714116622
5949,-606.4546031,9.5035550228,-596.951048077,381.00452978
5950,-606.640878526,8.64853257761,-597.992345949,346.726049369
5951,-606.873924831,8.70538856816,-598.168536263,349.005447962
5952,-607.244139274,9.77523145925,-597.468907815,391.89623848
5953,-607.259121941,10.4932195987,-596.765902342,420.680912509
5954,-606.760909936,9.4294572238,-597.331452713,378.033894371
5955,-605.681404975,9.00203046746,-596.679374507,360.89804048
5956,-604.41465535,7.99313531799,-596.421520032,320.450689873
5957,-603.361131286,7.28759903641,-596.07353225,292.165220008
5958,-602.883904947,6.81151902661,-596.07238592,273.078821304
5959,-603.212443177,7.29382676219,-595.918616415,292.414894127
5960,-604.328162682,8.23486721894,-596.093295463,330.14190006
5961,-605.837765718,10.1966673967,-595.641098322,408.791916024
5962,-607.22067331,11.6538289809,-595.566844329,467.210598598
5963,-607.951073291,13.1049809901,-594.846092301,525.388352877
5964,-608.059366649,13.0867512013,-594.972615448,524.6575072
5965,-607.792866206,12.85487425,-594.937991956,515.361389211
5966,-607.679415384,12.9528761103,-594.726539273,519.29035607
5967,-607.635399095,13.3832330193,-594.252166075,536.543681939
5968,-607.757867421,13.637110964,-594.120756457,546.721835979
5969,-607.704588267,12.8656112825,-594.838976984,515.791844762
5970,-607.160976096,12.5684012227,-594.592574873,503.876474272
5971,-605.969817514,11.2220689657,-594.747748549,449.901021164
5972,-604.30523884,9.68040294484,-594.624835895,388.094493401
5973,-602.726873053,8.27188102503,-594.454992028,331.625810844
5974,-601.750893228,7.82840178225,-593.922491446,313.846400933
5975,-601.642783027,8.1854227891,-593.457360238,328.159636402
5976,-602.333894493,8.75834122128,-593.575553272,351.128358878
5977,-603.509650258,9.6452386427,-593.864411615,386.684730594
5978,-604.791896688,10.4939515451,-594.297945143,420.71025678
5979,-605.627910353,11.754358697,-593.873551656,471.240909058
5980,-605.81413918,11.5500560061,-594.264083173,463.050263505
5981,-605.527739035,11.0209827175,-594.506756318,441.839325169
5982,-605.05748128,10.6225598117,-594.434921468,425.866257038
5983,-604.751088592,10.4965414614,-594.25454713,420.814088437
5984,-604.48663362,10.1303503291,-594.356283291,406.133215875
5985,-604.291019714,10.3382021692,-593.952817544,414.466149435
5986,-604.167133242,10.7678673336,-593.399265908,431.691742757
5987,-604.241702069,11.1412558472,-593.100446222,446.661163641
5988,-604.183835526,10.4459923273,-593.737843198,418.787536371
5989,-603.76723488,9.5581940325,-594.209040848,383.195047975
5990,-602.89803347,7.96567509419,-594.932358376,319.349789249
5991,-601.710234375,6.71665023074,-594.993584144,269.275461311
5992,-600.57401118,5.77641769185,-594.797593488,231.580845401
5993,-599.903775562,5.19040458075,-594.713370981,208.08714759
5994,-599.79804569,5.50514610081,-594.29289959,220.705367252
5995,-600.262452873,5.66623742615,-594.596215446,227.163637291
5996,-601.147414153,6.61707643424,-594.530337718,265.283474373
5997,-602.121492751,7.90537146119,-594.216121289,316.932172127
5998,-602.734901463,8.79760388348,-593.937297579,352.702427962
5999,-602.878142209,8.24015544334,-594.637986766,330.353908876
6000,-602.707020564,8.30075265235,-594.406267912,332.783295677
6001,-602.374756036,8.50862614402,-593.866129892,341.117097265
6002,-602.236246496,7.62035526474,-594.615891231,305.505662611
6003,-602.141121844,7.56504267477,-594.576079169,303.288140086
6004,-602.10438073,7.64058181642,-594.463798914,306.316559985
6005,-602.14950357,7.50677515388,-594.642728416,300.952152201
6006,-602.247675335,7.63135399101,-594.616321344,305.946609658
6007,-602.406750963,7.82774100824,-594.579009955,313.819910016
6008,-602.623049732,8.07158328165,-594.55146645,323.595726592
6009,-602.895012138,8.69436529861,-594.200646839,348.563516956
6010,-603.316359591,8.86510145991,-594.451258131,355.408455581
6011,-603.6389182,9.23911605783,-594.399802142,370.402976649
6012,-603.739944261,8.66232230113,-595.07762196,347.278889555
6013,-603.555488172,8.46929625444,-595.086191918,339.540332986
6014,-603.156600841,8.02516169932,-595.131439141,321.73465112
6015,-602.727095374,7.28001982646,-595.447075547,291.861363891
6016,-602.446138186,7.20015315091,-595.245985035,288.659449966
6017,-602.540455488,7.13920155426,-595.401253934,286.215855505
6018,-603.017298811,7.04782342768,-595.969475383,282.552439018
6019,-603.764570028,7.52994414915,-596.234625879,301.881014308
6020,-604.679265296,8.29933711783,-596.379928178,332.726545854
6021,-605.483469399,9.06377420422,-596.419695195,363.373392423
6022,-606.016955154,9.51992216351,-596.49703299,381.660700522
6023,-606.290957391,9.85462973074,-596.43632766,395.079373741
6024,-606.41288489,10.1146361625,-596.298248727,405.503223346
6025,-606.394431951,9.67436838677,-596.720063564,387.852563517
6026,-606.501003455,10.2126366775,-596.288366777,409.432136269
6027,-606.650274115,10.0422800111,-596.607994104,402.602411872
6028,-606.826100098,10.1125561948,-596.713543903,405.419835906
6029,-607.026833,10.3622640789,-596.664568921,415.43080914
6030,-607.356188981,10.8396072773,-596.516581703,434.567850006
6031,-607.567002284,11.2307222509,-596.336280033,450.247937747
6032,-607.606481717,10.2974616501,-597.309020067,412.832831979
6033,-607.346000682,10.2532666484,-597.092734033,411.061021768
6034,-606.844129525,8.72119408925,-598.122935436,349.639102959
6035,-606.257309704,8.34757495009,-597.909734754,334.660436124
6036,-605.753712031,7.90417659507,-597.849535436,316.884269063
6037,-605.627780987,7.6151060384,-598.012674949,305.295217256
6038,-605.751518264,7.4126768971,-598.338841367,297.179683688
6039,-606.102039203,8.92525100531,-597.176788198,357.819895217
6040,-606.663365427,9.80135959078,-596.862005836,392.943734543
6041,-607.129608188,10.5049293503,-596.624678837,421.15036509
6042,-607.380716367,11.299746158,-596.080970209,453.015157091
6043,-607.353069745,10.5330332214,-596.820036524,422.277070007
6044,-607.134865578,9.63815262549,-597.496712952,386.400646938
6045,-606.738005065,10.5042487166,-596.233756348,421.123077982
6046,-606.453505311,9.35684493945,-597.096660372,375.122814339
6047,-606.180646268,8.93345402674,-597.247192241,358.148760396
6048,-605.912911629,8.64577090163,-597.267140728,346.615331743
6049,-605.643690026,9.0831266969,-596.560563329,364.149248127
6050,-605.374503481,8.8763392825,-596.498164198,355.858988177
6051,-605.120767859,8.38568029545,-596.735087563,336.188107523
6052,-604.900821295,7.63785980629,-597.262961489,306.207432591
6053,-604.695856203,7.37378252297,-597.32207368,295.620379545
6054,-604.612776104,6.50474279765,-598.108033306,260.779936036
6055,-604.459401934,6.83008578284,-597.629316152,273.823176254
6056,-604.241749486,6.53001115438,-597.711738332,261.792963093
6057,-603.924934507,6.22618845589,-597.698746051,249.612487039
6058,-603.490509346,5.79222012866,-597.698289217,232.214376747
6059,-602.983514456,5.20716090805,-597.776353548,208.758921109
6060,-602.503835304,4.13668514351,-598.367150161,165.842758228
6061,-602.031868987,3.43116866589,-598.600700321,137.558082318
6062,-601.670432921,3.0386215524,-598.631811368,121.820579033
6063,-601.447814595,2.69289179399,-598.754922801,107.960018041
6064,-601.432477997,2.81666323715,-598.615814759,112.92210648
6065,-601.552400414,2.72166602439,-598.83073439,109.113598159
6066,-601.690524555,2.71715352897,-598.973371026,108.93268889
6067,-601.826876029,2.87854927493,-598.948326754,115.403163375
6068,-601.877860407,3.19876151239,-598.679098894,128.240708133
6069,-601.814842542,2.93217167194,-598.88267087,117.552924818
6070,-601.671697785,2.41658368425,-599.255114101,96.8826221433
6071,-601.490857222,2.12543743859,-599.365419784,85.210354433
6072,-601.21732623,1.84735951399,-599.369966716,74.062005352
6073,-601.089657003,1.70671242315,-599.38294458,68.4233597526
6074,-601.024374205,1.58106430167,-599.443309903,63.3860338963
6075,-601.034109702,1.76216809542,-599.271941607,70.6466185526
6076,-601.088187034,1.85100438563,-599.237182649,74.2081309443
6077,-601.164208979,1.81318208978,-599.351026889,72.6918072094
6078,-601.257219101,1.9698205074,-599.287398593,78.9715568935
6079,-601.374448782,2.30007099389,-599.074377788,92.2115424583
6080,-601.513523299,2.50039408229,-599.013129216,100.242642811
6081,-601.667362253,2.46913216457,-599.198230089,98.9893294739
6082,-601.854743249,2.47832577864,-599.37641747,99.3579082425
6083,-602.059927,2.80764980306,-599.252277197,112.560751259
6084,-602.302830018,3.25703139656,-599.045798621,130.576790764
6085,-602.57217762,3.62114137454,-598.951036246,145.174228314
6086,-602.862015377,3.84563855161,-599.016376826,154.17448571
6087,-603.169118759,3.93019699196,-599.238921767,157.564495946
6088,-603.484184233,4.02230201162,-599.461882221,161.257054112
6089,-603.806746049,4.28810056169,-599.518645487,171.913114012
6090,-604.136227728,4.52745212999,-599.608775598,181.508894908
6091,-604.493951211,5.37366868527,-599.120282526,215.434340698
6092,-604.855232687,6.09646035608,-598.75877233,244.411591843
6093,-605.215206324,6.40859057215,-598.806615752,256.925122403
6094,-605.5578585,6.44020603434,-599.117652466,258.192609598
6095,-605.908688382,7.23762420214,-598.67106418,290.161692045
6096,-606.348157836,7.29453782154,-599.053620015,292.443401021
6097,-606.680220683,7.7385705277,-598.941650155,310.244999687
6098,-606.965424074,8.02942742286,-598.935996651,321.905667123
6099,-607.158452538,8.31825670804,-598.84019583,333.485046178
6100,-607.221444954,8.43543808385,-598.78600687,338.182933956
6101,-607.143948477,8.69157540185,-598.452373075,348.451667937
6102,-606.913088186,8.00985049381,-598.903237693,321.120813599
6103,-606.714891083,7.99604246758,-598.718848615,320.567239644
6104,-606.749897039,7.66537864233,-599.084518397,307.310683023
6105,-606.933503945,7.27667349014,-599.656830455,291.7272068
6106,-607.248648327,7.22844132809,-600.020206999,289.793543852
6107,-607.60676115,7.80316944387,-599.803591706,312.834817878
6108,-607.86592219,7.66115710137,-600.204765088,307.141438333
6109,-607.999741808,7.97190844677,-600.027833361,319.599688951
6110,-608.006560975,7.42672443636,-600.579836539,297.742859898
6111,-607.920985834,6.85513221798,-601.065853616,274.827306311
6112,-607.774095831,6.21781210633,-601.556283724,249.276673008
6113,-607.50186271,6.38801754525,-601.113845164,256.100334582
6114,-607.315126077,6.56502986377,-600.750096214,263.196888979
6115,-607.114136876,6.66122004532,-600.45291683,267.053224298
6116,-606.900745418,6.24713955414,-600.653605864,250.45243202
6117,-606.684596161,5.89245314994,-600.792143011,236.232792493
6118,-606.47722462,5.36606598209,-601.111158637,215.129542721
6119,-606.266478028,5.05859862176,-601.207879406,202.802949486
6120,-606.040722851,5.15406587335,-600.886656978,206.63030201
6121,-605.815910727,5.23797237502,-600.577938352,209.994175544
6122,-605.592300477,5.24464250919,-600.347657967,210.261586141
6123,-605.387175817,4.50146603061,-600.885709786,180.467093019
6124,-605.298732523,4.39685628984,-600.901876233,176.273211362
6125,-605.101541851,4.51289830292,-600.588643548,180.925421248
6126,-604.863434092,4.27164176158,-600.591792331,171.253268577
6127,-604.552649422,4.01873145485,-600.533917967,161.113907858
6128,-604.170774345,3.79738359288,-600.373390752,152.239908827
6129,-603.77464912,2.72769012878,-601.046958991,109.355108947
6130,-603.387069723,2.29650742708,-601.090562296,92.0686764363
6131,-603.042477695,1.7391379604,-601.303339735,69.7233234549
6132,-602.78649158,1.43940865615,-601.347082923,57.7069545955
6133,-602.607479648,1.3118599818,-601.295619666,52.5934341732
6134,-602.527102353,1.24019585643,-601.286906497,49.7203665346
6135,-602.484057728,1.10468287393,-601.379374854,44.2875511247
6136,-602.483263581,1.20000538681,-601.283258194,48.1091009667
6137,-602.408961667,1.22288002101,-601.186081646,49.0261619218
6138,-602.278240306,1.09084036058,-601.187399945,43.7325945555
6139,-602.100127232,1.14170153235,-600.958425699,45.7716564422
6140,-601.859601858,1.27656189486,-600.583039963,51.1783078352
6141,-601.528630904,1.17252869402,-600.35610221,47.0075400886
6142,-601.313027453,0.991147977179,-600.321879476,39.7358533813
6143,-601.142321498,0.842564001744,-600.299757496,33.7790122248
6144,-600.983354336,0.587820955881,-600.39553338,23.5661756419
6145,-600.873464621,0.501809239206,-600.371655382,20.1179024864
6146,-600.815014151,0.506219572329,-600.308794579,20.294715994
6147,-600.776680609,0.532319002241,-600.244361607,21.3410613876
6148,-600.789527734,0.53667162374,-600.25285611,21.5155611936
6149,-600.840469466,0.615278193435,-600.225191273,24.6669565453
6150,-600.939273656,0.666420315643,-600.27285334,26.7172819422
6151,-601.061338617,0.725082772566,-600.336255845,29.0691031041
6152,-601.263111317,1.16824071223,-600.094870604,46.8356317362
6153,-601.485109568,1.42283873366,-600.062270834,57.0426541827
6154,-601.723686645,1.74736768118,-599.976318964,70.0532590303
6155,-601.990818126,1.95913828204,-600.031679844,78.5432986005
6156,-602.279079012,2.09416028024,-600.184918732,83.9564300878
6157,-602.583586404,2.27526157297,-600.308324831,91.2169144765
6158,-602.917820072,2.6973893816,-600.220430691,108.140329646
6159,-603.270012776,3.09881483179,-600.171197944,124.233771997
6160,-603.602509064,2.90834473013,-600.694164334,116.597685149
6161,-603.944780305,3.11735849759,-600.827421808,124.977201235
6162,-604.292024762,3.4475492534,-600.844475509,138.214792152
6163,-604.643296208,3.69698754295,-600.946308665,148.214957142
6164,-605.117118921,4.5330107179,-600.584108203,181.731742797
6165,-605.496168418,5.03981493794,-600.45635348,202.049897749
6166,-605.849114127,5.07122747137,-600.777886656,203.309249381
6167,-606.19802613,5.97211397413,-600.225912156,239.426453685
6168,-606.504317797,6.0129333188,-600.491384478,241.062931317
6169,-606.764216346,6.26507440144,-600.499141945,251.171453275
6170,-606.970610833,6.97484174596,-599.995769087,279.626549574
6171,-607.124126876,7.60589989171,-599.518226984,304.926136045
6172,-607.228433057,7.88628997117,-599.342143086,316.16718112
6173,-607.308565238,7.63760939252,-599.670955845,306.197393319
6174,-607.420864146,8.06101219833,-599.359851947,323.171924065
6175,-607.574838966,8.05289460039,-599.521944366,322.846483577
6176,-607.752605315,8.14421178385,-599.608393531,326.507456809
6177,-607.902899043,8.7930243969,-599.109874646,352.518832968
6178,-608.021620093,9.61811412027,-598.403505973,385.597288485
6179,-608.06385749,9.60553108094,-598.458326409,385.092825159
6180,-608.0434992,9.22264269455,-598.820856505,369.742547366
6181,-607.949028354,8.87167203464,-599.077356319,355.671874768
6182,-607.793728237,8.41597552912,-599.377752708,337.402665783
6183,-607.574802837,8.84023431051,-598.734568527,354.411513222
6184,-607.325545931,8.14279360134,-599.182752329,326.450600826
6185,-606.96065427,7.36733410174,-599.593320169,295.361857582
6186,-606.654212581,7.89937774484,-598.754834836,316.691879618
6187,-606.317755773,7.55105617037,-598.766699603,302.727410809
6188,-605.96689999,6.92265095124,-599.044249039,277.534182123
6189,-605.607312432,6.3216975274,-599.285614905,253.441516155
6190,-605.237637682,5.91833360967,-599.319304073,237.27035921
6191,-604.844407401,6.03399113768,-598.810416263,241.907154806
6192,-604.434920344,5.83147050307,-598.603449841,233.787953205
6193,-604.036317072,4.90817778677,-599.128139285,196.772467276
6194,-603.644389413,4.32440532147,-599.319984091,173.368598607
6195,-603.273609507,3.76840377285,-599.505205734,151.078086469
6196,-602.92624579,3.10310358775,-599.823142202,124.405711386
6197,-602.58179815,2.80612040769,-599.775677743,112.499436671
6198,-602.257975265,2.50683658484,-599.751138681,100.50092749
6199,-601.942078179,2.41399311078,-599.528085068,96.7787641422
6200,-601.653859591,2.29325575222,-599.360603839,91.9383143932
6201,-601.399142358,2.12655988367,-599.272582475,85.255354084
6202,-601.149654133,1.91815764406,-599.231496489,76.9003546005
6203,-600.90274715,2.1109875166,-598.791759633,84.6310464035
6204,-600.702011998,1.9576214106,-598.744390587,78.4824861058
6205,-600.553303929,1.55242407135,-599.000879858,62.2378259405
6206,-600.423826276,1.74427334537,-598.67955293,69.9292048255
6207,-600.368892296,1.40846743818,-598.960424858,56.4664983478
6208,-600.368620651,1.37337060956,-598.995250041,55.0594406046
6209,-600.41089357,1.13002529057,-599.280868279,45.3035472978
6210,-600.483094036,1.06804999909,-599.415044037,42.8189121552
6211,-600.726103994,1.08616902425,-599.63993497,43.5453172368
6212,-600.889284127,1.09701974037,-599.792264387,43.9803304487
6213,-601.037314986,1.18622032192,-599.851094664,47.5564475489
6214,-601.123662741,1.00369813822,-600.119964603,40.2389985934
6215,-601.180283424,1.3398614779,-599.840421947,53.7160348031
6216,-601.14645142,1.19644142779,-599.950009992,47.9662192211
6217,-601.081237224,1.29329839643,-599.787938827,51.8492865266
6218,-601.001014618,1.31487788994,-599.686136728,52.7144243363
6219,-601.031650802,1.76470381061,-599.266946992,70.7482772447
6220,-601.234532145,1.99882550947,-599.235706636,80.1343888176
6221,-601.596284818,2.57850763918,-599.017777179,103.374272916
6222,-602.062557081,3.20470312548,-598.857853955,128.478911784
6223,-602.583470284,3.7172593041,-598.86621098,149.027666997
6224,-603.077337959,4.22406518656,-598.853272772,169.345888597
6225,-603.506417473,4.92154306615,-598.584874407,197.308291183
6226,-603.815393523,4.88663703867,-598.928756484,195.908882798
6227,-604.038134928,4.79198200185,-599.246152927,192.114092563
6228,-604.238814412,5.176792371,-599.062022041,207.541424062
6229,-604.330969032,5.0028458896,-599.328123142,200.567781336
6230,-604.542585529,4.69894442939,-599.8436411,188.384147668
6231,-604.783741815,5.03726093814,-599.746480876,201.947506013
6232,-605.034474693,4.91363634506,-600.120838348,196.991304903
6233,-605.288094655,4.93620186803,-600.351892787,197.895973361
6234,-605.551346029,5.07583224577,-600.475513783,203.493858183
6235,-605.820057661,5.28350186184,-600.536555799,211.819486248
6236,-606.095216227,5.69919341231,-600.396022814,228.484867081
6237,-606.368198204,5.71239591908,-600.655802285,229.014165314
6238,-606.643577226,5.89750427716,-600.746072949,236.435295908
6239,-607.035186751,6.62190274426,-600.413284006,265.476964702
6240,-607.248248203,6.48892600137,-600.759322201,260.145829008
6241,-607.313272173,6.43239272042,-600.880879452,257.879368081
6242,-607.162722092,6.45436170032,-600.708360391,258.760120688
6243,-606.828095764,5.71818320826,-601.109912556,229.246182006
6244,-606.451421929,5.67499988304,-600.776422046,227.51493065
6245,-606.150450445,6.00147375814,-600.148976687,240.603509079
6246,-606.194862023,5.74175341011,-600.453108613,230.191128781
6247,-606.424074829,5.74062987016,-600.683444958,230.146085236
6248,-606.865932767,6.18069780214,-600.685234965,247.788733181
6249,-607.315456505,6.33541318603,-600.980043319,253.991387024
6250,-607.688329785,7.08150103581,-600.606828749,283.902599166
6251,-607.914138648,7.25662170334,-600.657516944,290.923315879
6252,-607.960015703,7.06089639689,-600.899119306,283.076543995
6253,-607.878372424,7.06478917933,-600.813583245,283.232608514
6254,-607.730911748,7.17805822374,-600.552853524,287.773648041
6255,-607.478189363,6.78508824377,-600.693101119,272.019191727
6256,-607.320980144,7.00130359757,-600.319676546,280.687424721
6257,-607.175309246,6.25528196458,-600.920027281,250.77886726
6258,-607.035670774,6.20268666243,-600.832984112,248.670282807
6259,-606.898421554,5.59641300902,-601.302008545,224.364324912
6260,-606.759077843,5.65112021245,-601.107957631,226.557577045
6261,-606.615886614,5.68052758243,-600.935359031,227.736540195
6262,-606.480703645,5.8655053024,-600.615198343,235.152433411
6263,-606.350609702,5.39447158313,-600.956138119,216.268344216
6264,-606.328171833,5.26902425368,-601.059147579,211.23906826
6265,-606.222269082,4.89092938156,-601.3313397,196.08096599
6266,-606.110598686,4.8303985193,-601.280200167,193.65423908
6267,-605.923701882,5.06853764975,-600.855164233,203.201412449
6268,-605.626257806,4.30036458393,-601.325893222,172.404787708
6269,-605.205661097,3.78307577093,-601.422585326,151.666297693
6270,-604.752329928,2.95848573388,-601.793844194,118.607874968
6271,-604.247051498,2.85210379485,-601.394947703,114.342944575
6272,-603.877590203,2.30473109616,-601.572859107,92.3983693948
6273,-603.785675608,2.22519194228,-601.560483666,89.2095860555
6274,-603.910866659,2.39534836335,-601.515518296,96.0312824672
6275,-604.150381825,2.73211321693,-601.418268608,109.532433813
6276,-604.43768452,3.20352081665,-601.234163703,128.431512151
6277,-604.624476208,3.1671916671,-601.457284541,126.975049752
6278,-604.697487618,3.18263086093,-601.514856757,127.59401842
6279,-604.622865873,3.06960021959,-601.553265653,123.062536648
6280,-604.485721877,2.92591408586,-601.559807791,117.302053577
6281,-604.28768638,2.47194348316,-601.815742897,99.1020373097
6282,-604.241975945,2.53877875693,-601.703197188,101.781512727
6283,-604.246937793,2.34537099387,-601.9015668,94.0276528663
6284,-604.289533233,2.63949774203,-601.650035491,105.81941112
6285,-604.348393894,2.53859860903,-601.809795285,101.774290464
6286,-604.459500199,2.65886357495,-601.800636624,106.595801644
6287,-604.611180513,2.99656407811,-601.614616435,120.134463871
6288,-604.818152354,3.34746943761,-601.470682917,134.202518528
6289,-605.065555015,3.80313994597,-601.262415069,152.470685267
